Exporter,Importer,Year,Quantity
Rwanda,Austria,1999,330790
Rwanda,Belgium,1999,662241
Rwanda,Bulgaria,1999,80933
Rwanda,Croatia,1999,77625
Rwanda,Cyprus,1999,12128
Rwanda,Czechia,1999,160543
Rwanda,Denmark,1999,241256
Rwanda,Estonia,1999,28888
Rwanda,Finland,1999,266617
Rwanda,France,1999,1472234
Rwanda,Germany,1999,3157937
Rwanda,Greece,1999,161645
Rwanda,Hungary,1999,168041
Rwanda,Ireland,1999,31314
Rwanda,Italy,1999,1310588
Rwanda,Latvia,1999,40356
Rwanda,Lithuania,1999,45428
Rwanda,Luxembourg,1999,31976
Rwanda,Malta,1999,1984
Rwanda,Netherlands,1999,565871
Rwanda,Poland,1999,530146
Rwanda,Portugal,1999,180170
Rwanda,Romania,1999,112688
Rwanda,Slovakia,1999,59321
Rwanda,Slovenia,1999,40135
Rwanda,Spain,1999,879018
Rwanda,Sweden,1999,321087
Rwanda,Japan,1999,1443786
Rwanda,Norway,1999,174216
Rwanda,Russian Federation,1999,301680
Rwanda,Switzerland,1999,251180
Rwanda,Tunisia,1999,41017
Rwanda,United Kingdom,1999,641070
Rwanda,United States of America,1999,5016091
Sierra Leone,Austria,1999,24230
Sierra Leone,Belgium,1999,48509
Sierra Leone,Bulgaria,1999,5928
Sierra Leone,Croatia,1999,5685
Sierra Leone,Cyprus,1999,888
Sierra Leone,Czechia,1999,11759
Sierra Leone,Denmark,1999,17671
Sierra Leone,Estonia,1999,2116
Sierra Leone,Finland,1999,19530
Sierra Leone,France,1999,107839
Sierra Leone,Germany,1999,231314
Sierra Leone,Greece,1999,11840
Sierra Leone,Hungary,1999,12308
Sierra Leone,Ireland,1999,2293
Sierra Leone,Italy,1999,95999
Sierra Leone,Latvia,1999,2956
Sierra Leone,Lithuania,1999,3327
Sierra Leone,Luxembourg,1999,2342
Sierra Leone,Malta,1999,145
Sierra Leone,Netherlands,1999,41450
Sierra Leone,Poland,1999,38833
Sierra Leone,Portugal,1999,13197
Sierra Leone,Romania,1999,8254
Sierra Leone,Slovakia,1999,4345
Sierra Leone,Slovenia,1999,2939
Sierra Leone,Spain,1999,64387
Sierra Leone,Sweden,1999,23520
Sierra Leone,Japan,1999,105755
Sierra Leone,Norway,1999,12761
Sierra Leone,Russian Federation,1999,22098
Sierra Leone,Switzerland,1999,18399
Sierra Leone,Tunisia,1999,3004
Sierra Leone,United Kingdom,1999,46958
Sierra Leone,United States of America,1999,367421
Sri Lanka,Austria,1999,17909
Sri Lanka,Belgium,1999,35854
Sri Lanka,Bulgaria,1999,4381
Sri Lanka,Croatia,1999,4202
Sri Lanka,Cyprus,1999,656
Sri Lanka,Czechia,1999,8691
Sri Lanka,Denmark,1999,13062
Sri Lanka,Estonia,1999,1564
Sri Lanka,Finland,1999,14435
Sri Lanka,France,1999,79707
Sri Lanka,Germany,1999,170972
Sri Lanka,Greece,1999,8752
Sri Lanka,Hungary,1999,9098
Sri Lanka,Ireland,1999,1695
Sri Lanka,Italy,1999,70956
Sri Lanka,Latvia,1999,2184
Sri Lanka,Lithuania,1999,2459
Sri Lanka,Luxembourg,1999,1731
Sri Lanka,Malta,1999,107
Sri Lanka,Netherlands,1999,30637
Sri Lanka,Poland,1999,28703
Sri Lanka,Portugal,1999,9755
Sri Lanka,Romania,1999,6100
Sri Lanka,Slovakia,1999,3211
Sri Lanka,Slovenia,1999,2172
Sri Lanka,Spain,1999,47591
Sri Lanka,Sweden,1999,17384
Sri Lanka,Japan,1999,78167
Sri Lanka,Norway,1999,9433
Sri Lanka,Russian Federation,1999,16333
Sri Lanka,Switzerland,1999,13599
Sri Lanka,Tunisia,1999,2220
Sri Lanka,United Kingdom,1999,34708
Sri Lanka,United States of America,1999,271572
Tanzania,Austria,1999,677381
Tanzania,Belgium,1999,1356117
Tanzania,Bulgaria,1999,165732
Tanzania,Croatia,1999,158958
Tanzania,Cyprus,1999,24837
Tanzania,Czechia,1999,328755
Tanzania,Denmark,1999,494037
Tanzania,Estonia,1999,59157
Tanzania,Finland,1999,545969
Tanzania,France,1999,3014797
Tanzania,Germany,1999,6466730
Tanzania,Greece,1999,331013
Tanzania,Hungary,1999,344109
Tanzania,Ireland,1999,64125
Tanzania,Italy,1999,2683783
Tanzania,Latvia,1999,82640
Tanzania,Lithuania,1999,93026
Tanzania,Luxembourg,1999,65480
Tanzania,Malta,1999,4064
Tanzania,Netherlands,1999,1158773
Tanzania,Poland,1999,1085616
Tanzania,Portugal,1999,368947
Tanzania,Romania,1999,230761
Tanzania,Slovakia,1999,121476
Tanzania,Slovenia,1999,82188
Tanzania,Spain,1999,1800027
Tanzania,Sweden,1999,657512
Tanzania,Japan,1999,2956542
Tanzania,Norway,1999,356754
Tanzania,Russian Federation,1999,617772
Tanzania,Switzerland,1999,514358
Tanzania,Tunisia,1999,83995
Tanzania,United Kingdom,1999,1312765
Tanzania,United States of America,1999,10271804
Thailand,Austria,1999,519361
Thailand,Belgium,1999,1039760
Thailand,Bulgaria,1999,127070
Thailand,Croatia,1999,121876
Thailand,Cyprus,1999,19043
Thailand,Czechia,1999,252062
Thailand,Denmark,1999,378787
Thailand,Estonia,1999,45357
Thailand,Finland,1999,418605
Thailand,France,1999,2311501
Thailand,Germany,1999,4958161
Thailand,Greece,1999,253794
Thailand,Hungary,1999,263835
Thailand,Ireland,1999,49166
Thailand,Italy,1999,2057707
Thailand,Latvia,1999,63361
Thailand,Lithuania,1999,71325
Thailand,Luxembourg,1999,50204
Thailand,Malta,1999,3116
Thailand,Netherlands,1999,888453
Thailand,Poland,1999,832362
Thailand,Portugal,1999,282879
Thailand,Romania,1999,176928
Thailand,Slovakia,1999,93138
Thailand,Slovenia,1999,63015
Thailand,Spain,1999,1380114
Thailand,Sweden,1999,504126
Thailand,Japan,1999,2266836
Thailand,Norway,1999,273530
Thailand,Russian Federation,1999,473657
Thailand,Switzerland,1999,394368
Thailand,Tunisia,1999,64400
Thailand,United Kingdom,1999,1006521
Thailand,United States of America,1999,7875582
Togo,Austria,1999,338164
Togo,Belgium,1999,677004
Togo,Bulgaria,1999,82737
Togo,Croatia,1999,79355
Togo,Cyprus,1999,12399
Togo,Czechia,1999,164122
Togo,Denmark,1999,246635
Togo,Estonia,1999,29532
Togo,Finland,1999,272560
Togo,France,1999,1505054
Togo,Germany,1999,3228336
Togo,Greece,1999,165249
Togo,Hungary,1999,171787
Togo,Ireland,1999,32012
Togo,Italy,1999,1339805
Togo,Latvia,1999,41255
Togo,Lithuania,1999,46441
Togo,Luxembourg,1999,32689
Togo,Malta,1999,2028
Togo,Netherlands,1999,578486
Togo,Poland,1999,541964
Togo,Portugal,1999,184187
Togo,Romania,1999,115201
Togo,Slovakia,1999,60644
Togo,Slovenia,1999,41030
Togo,Spain,1999,898614
Togo,Sweden,1999,328245
Togo,Japan,1999,1475972
Togo,Norway,1999,178099
Togo,Russian Federation,1999,308406
Togo,Switzerland,1999,256779
Togo,Tunisia,1999,41932
Togo,United Kingdom,1999,655362
Togo,United States of America,1999,5127915
Trinidad & Tobago,Austria,1999,3161
Trinidad & Tobago,Belgium,1999,6328
Trinidad & Tobago,Bulgaria,1999,773
Trinidad & Tobago,Croatia,1999,741
Trinidad & Tobago,Cyprus,1999,115
Trinidad & Tobago,Czechia,1999,1533
Trinidad & Tobago,Denmark,1999,2305
Trinidad & Tobago,Estonia,1999,276
Trinidad & Tobago,Finland,1999,2548
Trinidad & Tobago,France,1999,14066
Trinidad & Tobago,Germany,1999,30172
Trinidad & Tobago,Greece,1999,1544
Trinidad & Tobago,Hungary,1999,1605
Trinidad & Tobago,Ireland,1999,299
Trinidad & Tobago,Italy,1999,12522
Trinidad & Tobago,Latvia,1999,385
Trinidad & Tobago,Lithuania,1999,434
Trinidad & Tobago,Luxembourg,1999,305
Trinidad & Tobago,Malta,1999,18
Trinidad & Tobago,Netherlands,1999,5407
Trinidad & Tobago,Poland,1999,5066
Trinidad & Tobago,Portugal,1999,1722
Trinidad & Tobago,Romania,1999,1076
Trinidad & Tobago,Slovakia,1999,566
Trinidad & Tobago,Slovenia,1999,383
Trinidad & Tobago,Spain,1999,8399
Trinidad & Tobago,Sweden,1999,3068
Trinidad & Tobago,Japan,1999,13795
Trinidad & Tobago,Norway,1999,1664
Trinidad & Tobago,Russian Federation,1999,2883
Trinidad & Tobago,Switzerland,1999,2400
Trinidad & Tobago,Tunisia,1999,391
Trinidad & Tobago,United Kingdom,1999,6125
Trinidad & Tobago,United States of America,1999,47925
Uganda,Austria,1999,4046377
Uganda,Belgium,1999,8100845
Uganda,Bulgaria,1999,990013
Uganda,Croatia,1999,949549
Uganda,Cyprus,1999,148367
Uganda,Czechia,1999,1963841
Uganda,Denmark,1999,2951157
Uganda,Estonia,1999,353383
Uganda,Finland,1999,3261380
Uganda,France,1999,18009072
Uganda,Germany,1999,38629404
Uganda,Greece,1999,1977329
Uganda,Hungary,1999,2055559
Uganda,Ireland,1999,383056
Uganda,Italy,1999,16031742
Uganda,Latvia,1999,493657
Uganda,Lithuania,1999,555702
Uganda,Luxembourg,1999,391149
Uganda,Malta,1999,24278
Uganda,Netherlands,1999,6922001
Uganda,Poland,1999,6484993
Uganda,Portugal,1999,2203926
Uganda,Romania,1999,1378465
Uganda,Slovakia,1999,725650
Uganda,Slovenia,1999,490960
Uganda,Spain,1999,10752570
Uganda,Sweden,1999,3927683
Uganda,Japan,1999,17661083
Uganda,Norway,1999,2131091
Uganda,Russian Federation,1999,3690295
Uganda,Switzerland,1999,3072549
Uganda,Tunisia,1999,501750
Uganda,United Kingdom,1999,7841877
Uganda,United States of America,1999,61359247
Venezuela,Austria,1999,488810
Venezuela,Belgium,1999,978598
Venezuela,Bulgaria,1999,119595
Venezuela,Croatia,1999,114707
Venezuela,Cyprus,1999,17923
Venezuela,Czechia,1999,237235
Venezuela,Denmark,1999,356506
Venezuela,Estonia,1999,42689
Venezuela,Finland,1999,393981
Venezuela,France,1999,2175530
Venezuela,Germany,1999,4666505
Venezuela,Greece,1999,238865
Venezuela,Hungary,1999,248315
Venezuela,Ireland,1999,46273
Venezuela,Italy,1999,1936665
Venezuela,Latvia,1999,59634
Venezuela,Lithuania,1999,67129
Venezuela,Luxembourg,1999,47251
Venezuela,Malta,1999,2932
Venezuela,Netherlands,1999,836191
Venezuela,Poland,1999,783400
Venezuela,Portugal,1999,266239
Venezuela,Romania,1999,166521
Venezuela,Slovakia,1999,87659
Venezuela,Slovenia,1999,59308
Venezuela,Spain,1999,1298931
Venezuela,Sweden,1999,474472
Venezuela,Japan,1999,2133492
Venezuela,Norway,1999,257440
Venezuela,Russian Federation,1999,445795
Venezuela,Switzerland,1999,371170
Venezuela,Tunisia,1999,60612
Venezuela,United Kingdom,1999,947314
Venezuela,United States of America,1999,7412313
Viet Nam,Austria,1999,8140159
Viet Nam,Belgium,1999,16296597
Viet Nam,Bulgaria,1999,1991625
Viet Nam,Croatia,1999,1910223
Viet Nam,Cyprus,1999,298472
Viet Nam,Czechia,1999,3950690
Viet Nam,Denmark,1999,5936889
Viet Nam,Estonia,1999,710907
Viet Nam,Finland,1999,6560968
Viet Nam,France,1999,36229132
Viet Nam,Germany,1999,77711378
Viet Nam,Greece,1999,3977824
Viet Nam,Hungary,1999,4135200
Viet Nam,Ireland,1999,770601
Viet Nam,Italy,1999,32251308
Viet Nam,Latvia,1999,993099
Viet Nam,Lithuania,1999,1117915
Viet Nam,Luxembourg,1999,786881
Viet Nam,Malta,1999,48840
Viet Nam,Netherlands,1999,13925098
Viet Nam,Poland,1999,13045961
Viet Nam,Portugal,1999,4433672
Viet Nam,Romania,1999,2773080
Viet Nam,Slovakia,1999,1459801
Viet Nam,Slovenia,1999,987672
Viet Nam,Spain,1999,21631114
Viet Nam,Sweden,1999,7901381
Viet Nam,Japan,1999,35529078
Viet Nam,Norway,1999,4287150
Viet Nam,Russian Federation,1999,7423825
Viet Nam,Switzerland,1999,6181094
Viet Nam,Tunisia,1999,1009379
Viet Nam,United Kingdom,1999,15775627
Viet Nam,United States of America,1999,123437360
Yemen,Austria,1999,71636
Yemen,Belgium,1999,143416
Yemen,Bulgaria,1999,17526
Yemen,Croatia,1999,16810
Yemen,Cyprus,1999,2626
Yemen,Czechia,1999,34767
Yemen,Denmark,1999,52247
Yemen,Estonia,1999,6256
Yemen,Finland,1999,57739
Yemen,France,1999,318828
Yemen,Germany,1999,683885
Yemen,Greece,1999,35006
Yemen,Hungary,1999,36392
Yemen,Ireland,1999,6781
Yemen,Italy,1999,283822
Yemen,Latvia,1999,8739
Yemen,Lithuania,1999,9837
Yemen,Luxembourg,1999,6924
Yemen,Malta,1999,429
Yemen,Netherlands,1999,122546
Yemen,Poland,1999,114809
Yemen,Portugal,1999,39018
Yemen,Romania,1999,24403
Yemen,Slovakia,1999,12846
Yemen,Slovenia,1999,8691
Yemen,Spain,1999,190361
Yemen,Sweden,1999,69535
Yemen,Japan,1999,312667
Yemen,Norway,1999,37729
Yemen,Russian Federation,1999,65332
Yemen,Switzerland,1999,54396
Yemen,Tunisia,1999,8882
Yemen,United Kingdom,1999,138831
Yemen,United States of America,1999,1086288
Zambia,Austria,1999,53727
Zambia,Belgium,1999,107562
Zambia,Bulgaria,1999,13145
Zambia,Croatia,1999,12607
Zambia,Cyprus,1999,1969
Zambia,Czechia,1999,26075
Zambia,Denmark,1999,39185
Zambia,Estonia,1999,4692
Zambia,Finland,1999,43304
Zambia,France,1999,239121
Zambia,Germany,1999,512914
Zambia,Greece,1999,26254
Zambia,Hungary,1999,27293
Zambia,Ireland,1999,5086
Zambia,Italy,1999,212867
Zambia,Latvia,1999,6554
Zambia,Lithuania,1999,7378
Zambia,Luxembourg,1999,5193
Zambia,Malta,1999,322
Zambia,Netherlands,1999,91909
Zambia,Poland,1999,86107
Zambia,Portugal,1999,29264
Zambia,Romania,1999,18302
Zambia,Slovakia,1999,9635
Zambia,Slovenia,1999,6518
Zambia,Spain,1999,142771
Zambia,Sweden,1999,52151
Zambia,Japan,1999,234501
Zambia,Norway,1999,28297
Zambia,Russian Federation,1999,48999
Zambia,Switzerland,1999,40797
Zambia,Tunisia,1999,6662
Zambia,United Kingdom,1999,104123
Zambia,United States of America,1999,814716
Zimbabwe,Austria,1999,138005
Zimbabwe,Belgium,1999,276285
Zimbabwe,Bulgaria,1999,33765
Zimbabwe,Croatia,1999,32385
Zimbabwe,Cyprus,1999,5060
Zimbabwe,Czechia,1999,66978
Zimbabwe,Denmark,1999,100651
Zimbabwe,Estonia,1999,12052
Zimbabwe,Finland,1999,111232
Zimbabwe,France,1999,614213
Zimbabwe,Germany,1999,1317483
Zimbabwe,Greece,1999,67438
Zimbabwe,Hungary,1999,70106
Zimbabwe,Ireland,1999,13064
Zimbabwe,Italy,1999,546774
Zimbabwe,Latvia,1999,16836
Zimbabwe,Lithuania,1999,18952
Zimbabwe,Luxembourg,1999,13340
Zimbabwe,Malta,1999,828
Zimbabwe,Netherlands,1999,236080
Zimbabwe,Poland,1999,221176
Zimbabwe,Portugal,1999,75166
Zimbabwe,Romania,1999,47013
Zimbabwe,Slovakia,1999,24748
Zimbabwe,Slovenia,1999,16744
Zimbabwe,Spain,1999,366724
Zimbabwe,Sweden,1999,133957
Zimbabwe,Japan,1999,602344
Zimbabwe,Norway,1999,72682
Zimbabwe,Russian Federation,1999,125861
Zimbabwe,Switzerland,1999,104792
Zimbabwe,Tunisia,1999,17112
Zimbabwe,United Kingdom,1999,267453
Zimbabwe,United States of America,1999,2092701
Angola,Austria,2000,18933
Angola,Belgium,2000,52580
Angola,Bulgaria,2000,4232
Angola,Croatia,2000,5181
Angola,Cyprus,2000,1039
Angola,Czechia,2000,12184
Angola,Denmark,2000,15392
Angola,Estonia,2000,1581
Angola,Finland,2000,16011
Angola,France,2000,98201
Angola,Germany,2000,209279
Angola,Greece,2000,12019
Angola,Hungary,2000,11898
Angola,Ireland,2000,2334
Angola,Italy,2000,95114
Angola,Latvia,2000,2726
Angola,Lithuania,2000,3208
Angola,Luxembourg,2000,3494
Angola,Malta,2000,135
Angola,Netherlands,2000,44673
Angola,Poland,2000,38799
Angola,Portugal,2000,12214
Angola,Romania,2000,8313
Angola,Slovakia,2000,4307
Angola,Slovenia,2000,2816
Angola,Spain,2000,56752
Angola,Sweden,2000,20243
Angola,Japan,2000,104045
Angola,Norway,2000,9970
Angola,Russian Federation,2000,28467
Angola,Switzerland,2000,17637
Angola,Tunisia,2000,2891
Angola,United Kingdom,2000,45366
Angola,United States of America,2000,357966
Bolivia (Plurinational State of),Austria,2000,91219
Bolivia (Plurinational State of),Belgium,2000,253338
Bolivia (Plurinational State of),Bulgaria,2000,20391
Bolivia (Plurinational State of),Croatia,2000,24963
Bolivia (Plurinational State of),Cyprus,2000,5007
Bolivia (Plurinational State of),Czechia,2000,58708
Bolivia (Plurinational State of),Denmark,2000,74166
Bolivia (Plurinational State of),Estonia,2000,7619
Bolivia (Plurinational State of),Finland,2000,77141
Bolivia (Plurinational State of),France,2000,473149
Bolivia (Plurinational State of),Germany,2000,1008344
Bolivia (Plurinational State of),Greece,2000,57909
Bolivia (Plurinational State of),Hungary,2000,57329
Bolivia (Plurinational State of),Ireland,2000,11248
Bolivia (Plurinational State of),Italy,2000,458272
Bolivia (Plurinational State of),Latvia,2000,13134
Bolivia (Plurinational State of),Lithuania,2000,15457
Bolivia (Plurinational State of),Luxembourg,2000,16835
Bolivia (Plurinational State of),Malta,2000,653
Bolivia (Plurinational State of),Netherlands,2000,215239
Bolivia (Plurinational State of),Poland,2000,186938
Bolivia (Plurinational State of),Portugal,2000,58853
Bolivia (Plurinational State of),Romania,2000,40057
Bolivia (Plurinational State of),Slovakia,2000,20754
Bolivia (Plurinational State of),Slovenia,2000,13570
Bolivia (Plurinational State of),Spain,2000,273440
Bolivia (Plurinational State of),Sweden,2000,97533
Bolivia (Plurinational State of),Japan,2000,501306
Bolivia (Plurinational State of),Norway,2000,48040
Bolivia (Plurinational State of),Russian Federation,2000,137155
Bolivia (Plurinational State of),Switzerland,2000,84979
Bolivia (Plurinational State of),Tunisia,2000,13933
Bolivia (Plurinational State of),United Kingdom,2000,218578
Bolivia (Plurinational State of),United States of America,2000,1724743
Brazil,Austria,2000,15503780
Brazil,Belgium,2000,43057831
Brazil,Bulgaria,2000,3465840
Brazil,Croatia,2000,4242879
Brazil,Cyprus,2000,851042
Brazil,Czechia,2000,9978168
Brazil,Denmark,2000,12605300
Brazil,Estonia,2000,1295065
Brazil,Finland,2000,13110993
Brazil,France,2000,80417376
Brazil,Germany,2000,171380281
Brazil,Greece,2000,9842494
Brazil,Hungary,2000,9743823
Brazil,Ireland,2000,1911762
Brazil,Italy,2000,77888916
Brazil,Latvia,2000,2232445
Brazil,Lithuania,2000,2627132
Brazil,Luxembourg,2000,2861477
Brazil,Malta,2000,111005
Brazil,Netherlands,2000,36582506
Brazil,Poland,2000,31772264
Brazil,Portugal,2000,10002836
Brazil,Romania,2000,6808342
Brazil,Slovakia,2000,3527510
Brazil,Slovenia,2000,2306449
Brazil,Spain,2000,46474336
Brazil,Sweden,2000,16576834
Brazil,Japan,2000,85202950
Brazil,Norway,2000,8165077
Brazil,Russian Federation,2000,23311172
Brazil,Switzerland,2000,14443060
Brazil,Tunisia,2000,2368119
Brazil,United Kingdom,2000,37149868
Brazil,United States of America,2000,293141068
Burundi,Austria,2000,382087
Burundi,Belgium,2000,1061150
Burundi,Bulgaria,2000,85414
Burundi,Croatia,2000,104564
Burundi,Cyprus,2000,20973
Burundi,Czechia,2000,245910
Burundi,Denmark,2000,310655
Burundi,Estonia,2000,31916
Burundi,Finland,2000,323118
Burundi,France,2000,1981867
Burundi,Germany,2000,4223626
Burundi,Greece,2000,242566
Burundi,Hungary,2000,240135
Burundi,Ireland,2000,47114
Burundi,Italy,2000,1919554
Burundi,Latvia,2000,55018
Burundi,Lithuania,2000,64745
Burundi,Luxembourg,2000,70520
Burundi,Malta,2000,2735
Burundi,Netherlands,2000,901568
Burundi,Poland,2000,783020
Burundi,Portugal,2000,246518
Burundi,Romania,2000,167789
Burundi,Slovakia,2000,86934
Burundi,Slovenia,2000,56841
Burundi,Spain,2000,1145349
Burundi,Sweden,2000,408533
Burundi,Japan,2000,2099807
Burundi,Norway,2000,201226
Burundi,Russian Federation,2000,574499
Burundi,Switzerland,2000,355946
Burundi,Tunisia,2000,58361
Burundi,United Kingdom,2000,915550
Burundi,United States of America,2000,7224392
Cameroon,Austria,2000,1036971
Cameroon,Belgium,2000,2879923
Cameroon,Bulgaria,2000,231812
Cameroon,Croatia,2000,283784
Cameroon,Cyprus,2000,56921
Cameroon,Czechia,2000,667390
Cameroon,Denmark,2000,843106
Cameroon,Estonia,2000,86620
Cameroon,Finland,2000,876929
Cameroon,France,2000,5378716
Cameroon,Germany,2000,11462769
Cameroon,Greece,2000,658316
Cameroon,Hungary,2000,651715
Cameroon,Ireland,2000,127868
Cameroon,Italy,2000,5209600
Cameroon,Latvia,2000,149317
Cameroon,Lithuania,2000,175715
Cameroon,Luxembourg,2000,191389
Cameroon,Malta,2000,7424
Cameroon,Netherlands,2000,2446821
Cameroon,Poland,2000,2125088
Cameroon,Portugal,2000,669040
Cameroon,Romania,2000,455375
Cameroon,Slovakia,2000,235937
Cameroon,Slovenia,2000,154266
Cameroon,Spain,2000,3108436
Cameroon,Sweden,2000,1108742
Cameroon,Japan,2000,5698799
Cameroon,Norway,2000,546121
Cameroon,Russian Federation,2000,1559168
Cameroon,Switzerland,2000,966024
Cameroon,Tunisia,2000,158391
Cameroon,United Kingdom,2000,2484769
Cameroon,United States of America,2000,19606738
Central African Republic,Austria,2000,174693
Central African Republic,Belgium,2000,485166
Central African Republic,Bulgaria,2000,39052
Central African Republic,Croatia,2000,47807
Central African Republic,Cyprus,2000,9589
Central African Republic,Czechia,2000,112432
Central African Republic,Denmark,2000,142034
Central African Republic,Estonia,2000,14592
Central African Republic,Finland,2000,147732
Central African Republic,France,2000,906124
Central African Republic,Germany,2000,1931073
Central African Republic,Greece,2000,110903
Central African Republic,Hungary,2000,109792
Central African Republic,Ireland,2000,21541
Central African Republic,Italy,2000,877634
Central African Republic,Latvia,2000,25154
Central African Republic,Lithuania,2000,29601
Central African Republic,Luxembourg,2000,32242
Central African Republic,Malta,2000,1250
Central African Republic,Netherlands,2000,412203
Central African Republic,Poland,2000,358003
Central African Republic,Portugal,2000,112710
Central African Republic,Romania,2000,76714
Central African Republic,Slovakia,2000,39747
Central African Republic,Slovenia,2000,25988
Central African Republic,Spain,2000,523662
Central African Republic,Sweden,2000,186784
Central African Republic,Japan,2000,960047
Central African Republic,Norway,2000,92002
Central African Republic,Russian Federation,2000,262665
Central African Republic,Switzerland,2000,162741
Central African Republic,Tunisia,2000,26683
Central African Republic,United Kingdom,2000,418596
Central African Republic,United States of America,2000,3303044
Colombia,Austria,2000,7897324
Colombia,Belgium,2000,21932822
Colombia,Bulgaria,2000,1765431
Colombia,Croatia,2000,2161240
Colombia,Cyprus,2000,433504
Colombia,Czechia,2000,5082685
Colombia,Denmark,2000,6420895
Colombia,Estonia,2000,659680
Colombia,Finland,2000,6678485
Colombia,France,2000,40963047
Colombia,Germany,2000,87297782
Colombia,Greece,2000,5013576
Colombia,Hungary,2000,4963314
Colombia,Ireland,2000,973814
Colombia,Italy,2000,39675099
Colombia,Latvia,2000,1137164
Colombia,Lithuania,2000,1338209
Colombia,Luxembourg,2000,1457580
Colombia,Malta,2000,56544
Colombia,Netherlands,2000,18634417
Colombia,Poland,2000,16184174
Colombia,Portugal,2000,5095251
Colombia,Romania,2000,3468037
Colombia,Slovakia,2000,1796845
Colombia,Slovenia,2000,1174860
Colombia,Spain,2000,23673123
Colombia,Sweden,2000,8443917
Colombia,Japan,2000,43400726
Colombia,Norway,2000,4159131
Colombia,Russian Federation,2000,11874258
Colombia,Switzerland,2000,7357014
Colombia,Tunisia,2000,1206273
Colombia,United Kingdom,2000,18923420
Colombia,United States of America,2000,149320359
Costa Rica,Austria,2000,1690993
Costa Rica,Belgium,2000,4696306
Costa Rica,Bulgaria,2000,378018
Costa Rica,Croatia,2000,462769
Costa Rica,Cyprus,2000,92822
Costa Rica,Czechia,2000,1088316
Costa Rica,Denmark,2000,1374857
Costa Rica,Estonia,2000,141252
Costa Rica,Finland,2000,1430013
Costa Rica,France,2000,8771101
Costa Rica,Germany,2000,18692399
Costa Rica,Greece,2000,1073518
Costa Rica,Hungary,2000,1062756
Costa Rica,Ireland,2000,208515
Costa Rica,Italy,2000,8495322
Costa Rica,Latvia,2000,243492
Costa Rica,Lithuania,2000,286540
Costa Rica,Luxembourg,2000,312100
Costa Rica,Malta,2000,12107
Costa Rica,Netherlands,2000,3990044
Costa Rica,Poland,2000,3465392
Costa Rica,Portugal,2000,1091007
Costa Rica,Romania,2000,742583
Costa Rica,Slovakia,2000,384744
Costa Rica,Slovenia,2000,251563
Costa Rica,Spain,2000,5068943
Costa Rica,Sweden,2000,1808031
Costa Rica,Japan,2000,9293062
Costa Rica,Norway,2000,890562
Costa Rica,Russian Federation,2000,2542543
Costa Rica,Switzerland,2000,1575301
Costa Rica,Tunisia,2000,258290
Costa Rica,United Kingdom,2000,4051926
Costa Rica,United States of America,2000,31972813
Côte d'Ivoire,Austria,2000,5257998
Côte d'Ivoire,Belgium,2000,14602762
Côte d'Ivoire,Bulgaria,2000,1175415
Côte d'Ivoire,Croatia,2000,1438942
Côte d'Ivoire,Cyprus,2000,288625
Côte d'Ivoire,Czechia,2000,3384025
Côte d'Ivoire,Denmark,2000,4275000
Côte d'Ivoire,Estonia,2000,439212
Côte d'Ivoire,Finland,2000,4446502
Côte d'Ivoire,France,2000,27272989
Côte d'Ivoire,Germany,2000,58122420
Côte d'Ivoire,Greece,2000,3338013
Côte d'Ivoire,Hungary,2000,3304549
Côte d'Ivoire,Ireland,2000,648360
Côte d'Ivoire,Italy,2000,26415480
Côte d'Ivoire,Latvia,2000,757118
Côte d'Ivoire,Lithuania,2000,890973
Côte d'Ivoire,Luxembourg,2000,970449
Côte d'Ivoire,Malta,2000,37646
Côte d'Ivoire,Netherlands,2000,12406701
Côte d'Ivoire,Poland,2000,10775341
Côte d'Ivoire,Portugal,2000,3392392
Côte d'Ivoire,Romania,2000,2309001
Côte d'Ivoire,Slovakia,2000,1196330
Côte d'Ivoire,Slovenia,2000,782216
Côte d'Ivoire,Spain,2000,15761445
Côte d'Ivoire,Sweden,2000,5621917
Côte d'Ivoire,Japan,2000,28895983
Côte d'Ivoire,Norway,2000,2769128
Côte d'Ivoire,Russian Federation,2000,7905821
Côte d'Ivoire,Switzerland,2000,4898263
Côte d'Ivoire,Tunisia,2000,803130
Côte d'Ivoire,United Kingdom,2000,12599117
Côte d'Ivoire,United States of America,2000,99416737
Cuba,Austria,2000,97243
Cuba,Belgium,2000,270068
Cuba,Bulgaria,2000,21738
Cuba,Croatia,2000,26612
Cuba,Cyprus,2000,5337
Cuba,Czechia,2000,62585
Cuba,Denmark,2000,79063
Cuba,Estonia,2000,8122
Cuba,Finland,2000,82235
Cuba,France,2000,504395
Cuba,Germany,2000,1074932
Cuba,Greece,2000,61734
Cuba,Hungary,2000,61115
Cuba,Ireland,2000,11990
Cuba,Italy,2000,488536
Cuba,Latvia,2000,14002
Cuba,Lithuania,2000,16477
Cuba,Luxembourg,2000,17947
Cuba,Malta,2000,696
Cuba,Netherlands,2000,229453
Cuba,Poland,2000,199283
Cuba,Portugal,2000,62739
Cuba,Romania,2000,42703
Cuba,Slovakia,2000,22125
Cuba,Slovenia,2000,14466
Cuba,Spain,2000,291497
Cuba,Sweden,2000,103974
Cuba,Japan,2000,534411
Cuba,Norway,2000,51213
Cuba,Russian Federation,2000,146213
Cuba,Switzerland,2000,90590
